borrower_id,sector,lender_type,age,monthly_income_kes,employment_tenure_months,digital_loans_last_90d,utility_payment_score,mobile_money_consistency,existing_loans,loan_amount_kes,dti_ratio,effective_apr,prior_default,default
B102133,Services,MFI,41,53943.0,49,3,0.784,0.728,1,292165.0,0.271,10.5,0,0
B102134,Manufacturing,SACCO,31,24204.0,93,3,0.398,0.657,0,159213.0,0.329,12.6,0,0
B102135,Manufacturing,MFI,39,35099.0,2,2,0.504,0.762,2,62193.0,0.089,21.0,0,0
B102136,Agriculture,SACCO,36,31986.0,27,2,0.761,0.784,1,132831.0,0.208,8.2,0,0
B102137,Personal/Household,Digital Lender,21,55785.0,37,3,0.311,0.506,1,381747.0,0.342,98.2,0,0
B102138,Personal/Household,Bank,40,36908.0,61,0,0.884,0.561,3,179984.0,0.244,13.3,0,0
B102139,Personal/Household,Digital Lender,36,13872.0,8,2,0.496,0.503,2,83693.0,0.302,86.8,0,0
B102140,Services,MFI,28,93940.0,10,2,0.919,0.539,2,173547.0,0.092,18.8,0,0
B102141,Real Estate,Bank,31,47062.0,1,3,0.973,0.754,3,223704.0,0.238,10.6,0,1
B102142,Personal/Household,SACCO,31,21966.0,27,3,0.867,0.828,5,172706.0,0.393,13.7,0,1
B102143,Personal/Household,Digital Lender,33,15907.0,25,4,0.556,0.816,3,102279.0,0.321,8.0,0,0
B102144,Agriculture,MFI,53,50116.0,33,1,0.84,0.54,1,404846.0,0.404,17.9,0,0
B102145,Services,Digital Lender,56,16975.0,9,2,0.848,0.629,2,31924.0,0.094,86.3,0,0
B102146,Trade,Bank,18,46184.0,25,1,0.53,0.813,1,263541.0,0.285,16.6,0,0
B102147,Services,Digital Lender,40,53530.0,142,2,0.716,0.783,2,227949.0,0.213,262.4,0,0
B102148,Personal/Household,SACCO,45,20798.0,75,0,0.878,0.781,3,59151.0,0.142,14.8,0,0
B102149,Trade,Digital Lender,33,19802.0,32,1,0.978,0.784,1,120484.0,0.304,240.3,1,0
B102150,Transport,Bank,44,22957.0,29,4,0.986,0.496,4,182158.0,0.397,18.2,1,1
B102151,Trade,MFI,52,17259.0,38,3,0.651,0.684,1,50654.0,0.147,16.5,0,0
B102152,Personal/Household,Digital Lender,21,33734.0,29,2,0.769,0.801,1,200598.0,0.297,389.1,0,0
B102153,Personal/Household,Bank,36,36489.0,100,0,0.978,0.652,1,303902.0,0.416,13.4,0,0
B102154,Transport,MFI,55,44361.0,51,4,0.758,0.62,2,133797.0,0.151,18.5,0,0
B102155,Personal/Household,Digital Lender,23,18801.0,46,0,0.909,0.755,1,148205.0,0.394,44.8,0,0
B102156,Trade,SACCO,34,47192.0,17,2,0.66,0.678,1,85748.0,0.091,12.3,0,0
B102157,Agriculture,Digital Lender,31,17271.0,1,4,0.767,0.639,6,35994.0,0.104,8.5,1,1
B102158,Real Estate,SACCO,46,47177.0,7,0,0.792,0.734,3,342756.0,0.363,16.0,1,0
B102159,Trade,Digital Lender,47,13126.0,16,1,0.777,0.36,1,45334.0,0.173,43.8,0,0
B102160,Real Estate,MFI,37,70422.0,51,3,0.815,0.858,2,444849.0,0.316,20.4,0,1
B102161,Agriculture,SACCO,35,22318.0,34,2,0.692,0.665,2,170248.0,0.381,18.4,0,0
B102162,Real Estate,Digital Lender,18,41336.0,6,2,0.891,0.36,4,218475.0,0.264,223.0,0,1
B102163,Real Estate,SACCO,49,43181.0,31,2,0.927,0.601,1,208755.0,0.242,18.4,0,0
B102164,Personal/Household,Bank,31,14791.0,9,2,0.793,0.75,1,30433.0,0.103,12.4,0,0
B102165,Agriculture,Bank,34,47067.0,1,1,0.723,0.765,0,300086.0,0.319,13.4,0,0
B102166,Services,MFI,45,21962.0,33,5,0.873,0.711,1,132108.0,0.301,22.9,0,0
B102167,Real Estate,Digital Lender,37,25126.0,14,1,0.558,0.578,0,84718.0,0.169,112.4,0,0
B102168,Agriculture,MFI,45,20566.0,7,0,0.82,0.521,2,51135.0,0.124,16.3,0,0
B102169,Manufacturing,Digital Lender,41,72228.0,16,4,0.895,0.59,1,453089.0,0.314,38.0,0,0
B102170,Real Estate,Digital Lender,37,15623.0,9,4,0.765,0.823,1,123572.0,0.395,140.7,0,0
B102171,Agriculture,Bank,38,37671.0,8,2,0.894,0.734,1,280577.0,0.372,14.8,0,0
B102172,Manufacturing,SACCO,24,21099.0,11,3,0.906,0.719,4,51955.0,0.123,14.7,0,0
B102173,Trade,MFI,34,54181.0,119,3,0.681,0.837,1,167284.0,0.154,22.0,1,0
B102174,Agriculture,Bank,46,106590.0,8,1,0.853,0.652,2,168631.0,0.079,11.9,0,0
B102175,Manufacturing,MFI,26,21022.0,21,2,0.524,0.644,1,128271.0,0.305,21.5,0,0
B102176,Real Estate,MFI,28,32114.0,68,3,0.783,0.796,1,238925.0,0.372,18.4,0,0
B102177,Personal/Household,Digital Lender,26,24056.0,33,3,0.718,0.694,0,74565.0,0.155,348.2,0,0
B102178,Agriculture,MFI,37,52625.0,17,1,0.604,0.708,2,459853.0,0.437,19.7,0,0
B102179,Services,Bank,49,25932.0,39,2,0.319,0.446,2,183264.0,0.353,13.5,0,0
B102180,Personal/Household,MFI,40,48925.0,23,1,0.929,0.717,4,185584.0,0.19,17.9,0,0
B102181,Services,Digital Lender,18,23891.0,5,5,0.599,0.766,3,96766.0,0.203,8.0,0,1
B102182,Personal/Household,MFI,41,102135.0,31,1,0.795,0.687,0,275233.0,0.135,21.6,0,1
B102183,Trade,Bank,31,8908.0,23,1,0.653,0.555,3,54196.0,0.304,12.8,0,0
B102184,Manufacturing,Digital Lender,40,36581.0,104,1,0.682,0.847,1,221986.0,0.303,87.1,0,0
B102185,Trade,Bank,34,29561.0,40,1,0.932,0.515,4,54617.0,0.092,15.4,0,0
B102186,Personal/Household,Bank,26,28978.0,66,0,0.537,0.894,0,148062.0,0.255,15.0,0,0
B102187,Transport,MFI,34,34786.0,29,0,0.896,0.604,1,289616.0,0.416,30.4,0,0
B102188,Agriculture,SACCO,31,30704.0,9,1,0.783,0.498,1,231703.0,0.377,11.4,0,0
B102189,Services,Digital Lender,38,33539.0,20,2,0.963,0.753,3,272438.0,0.406,115.5,0,0
B102190,Trade,Bank,26,37215.0,18,3,0.888,0.45,6,112234.0,0.151,13.7,0,1
B102191,Manufacturing,Digital Lender,24,77803.0,34,1,0.499,0.711,4,325632.0,0.209,133.4,0,0
B102192,Personal/Household,SACCO,42,8000.0,30,2,0.81,0.694,0,62663.0,0.392,12.9,0,0
B102193,Trade,Digital Lender,46,82116.0,100,2,0.94,0.392,3,513073.0,0.312,273.6,1,1
B102194,Transport,Digital Lender,41,121527.0,22,3,0.764,0.73,2,513598.0,0.211,210.2,0,0
B102195,Personal/Household,Digital Lender,29,11349.0,18,4,0.924,0.786,2,30358.0,0.134,197.6,0,0
B102196,Trade,Bank,28,30526.0,18,5,0.925,0.862,1,241884.0,0.396,14.0,0,0
B102197,Manufacturing,Bank,28,63210.0,78,1,0.889,0.583,0,97819.0,0.077,13.4,0,1
B102198,Agriculture,Digital Lender,44,49276.0,47,4,0.741,0.931,4,109240.0,0.111,24.2,0,1
B102199,Transport,SACCO,27,74751.0,2,1,0.793,0.686,2,201098.0,0.135,9.3,0,0
B102200,Trade,MFI,44,36482.0,5,3,0.775,0.924,0,214531.0,0.294,22.2,0,0
B102201,Services,Digital Lender,41,9720.0,66,3,0.63,0.587,1,49091.0,0.252,8.0,1,0
B102202,Services,Digital Lender,47,60934.0,4,1,0.803,0.909,4,526374.0,0.432,124.5,0,0
B102203,Trade,SACCO,46,42172.0,8,1,0.724,0.52,2,279191.0,0.331,14.2,0,0
B102204,Agriculture,Digital Lender,40,66602.0,8,2,0.685,0.857,1,407102.0,0.306,37.7,0,0
B102205,Transport,Bank,20,12789.0,17,1,0.511,0.751,1,110546.0,0.432,16.1,0,0
B102206,Personal/Household,Digital Lender,41,15233.0,64,1,0.933,0.76,1,23329.0,0.077,39.5,0,0
B102207,Real Estate,Digital Lender,36,30003.0,17,2,0.819,0.57,1,245424.0,0.409,141.9,0,0
B102208,Trade,Bank,31,61895.0,88,3,0.424,0.746,1,197141.0,0.159,13.1,0,0
B102209,Trade,Bank,49,72141.0,36,3,0.957,0.808,1,222437.0,0.154,12.9,0,0
B102210,Services,Digital Lender,33,19947.0,15,5,0.799,0.327,3,36179.0,0.091,27.8,1,1
B102211,Real Estate,MFI,30,23777.0,2,2,0.76,0.824,0,95702.0,0.201,20.1,1,0
B102212,Personal/Household,Bank,46,144290.0,64,2,0.764,0.855,3,455845.0,0.158,14.1,0,0
B102213,Manufacturing,Bank,31,21938.0,32,2,0.754,0.966,2,51781.0,0.118,13.8,0,0
B102214,Services,Bank,29,43107.0,16,3,0.547,0.553,0,344860.0,0.4,19.3,0,0
B102215,Trade,Bank,24,23190.0,44,0,0.603,0.841,2,105683.0,0.228,14.7,0,0
B102216,Trade,Digital Lender,27,38604.0,24,0,0.408,0.813,3,221450.0,0.287,271.6,0,0
B102217,Services,SACCO,28,18463.0,13,1,0.783,0.736,2,124339.0,0.337,15.9,0,0
B102218,Services,SACCO,41,18755.0,0,1,0.914,0.717,3,85467.0,0.228,12.0,0,0
B102219,Agriculture,Bank,25,24248.0,11,0,0.782,0.677,0,198938.0,0.41,14.3,1,1
B102220,Agriculture,MFI,18,22029.0,19,3,0.793,0.621,2,95958.0,0.218,16.9,0,0
B102221,Real Estate,Bank,38,25153.0,8,0,0.81,0.253,3,206878.0,0.411,16.4,0,1
B102222,Real Estate,Digital Lender,29,39704.0,15,3,0.923,0.575,0,166220.0,0.209,79.2,0,0
B102223,Trade,Digital Lender,35,84095.0,12,3,0.951,0.612,0,464173.0,0.276,96.1,0,0
B102224,Services,MFI,48,21487.0,16,0,0.928,0.88,2,132823.0,0.309,19.6,0,0
B102225,Agriculture,Digital Lender,36,17263.0,69,7,0.395,0.685,5,46236.0,0.134,312.7,0,0
B102226,Personal/Household,Bank,50,29889.0,50,2,0.568,0.758,5,191793.0,0.321,15.6,0,0
B102227,Trade,Bank,34,18616.0,24,1,0.726,0.716,2,60720.0,0.163,13.4,0,1
B102228,Trade,Digital Lender,45,12097.0,0,3,0.853,0.6,2,30355.0,0.125,68.4,0,0
B102229,Transport,Bank,30,53388.0,19,6,0.747,0.69,4,382585.0,0.358,14.7,0,1
B102230,Agriculture,Digital Lender,36,31079.0,5,3,0.907,0.576,2,169199.0,0.272,85.0,0,1
B102231,Transport,Bank,26,32800.0,25,0,0.787,0.83,2,268398.0,0.409,16.5,1,0
B102232,Trade,Digital Lender,27,10302.0,19,2,0.96,0.692,1,21917.0,0.106,345.5,0,0
B102233,Services,Bank,33,21555.0,24,3,0.762,0.338,1,141017.0,0.327,17.1,0,0
B102234,Personal/Household,Bank,22,13647.0,64,6,0.756,0.606,1,107340.0,0.393,14.8,0,1
B102235,Personal/Household,MFI,37,29400.0,31,3,0.949,0.806,0,159643.0,0.271,15.8,0,0
B102236,Trade,Digital Lender,32,32012.0,52,2,0.891,0.511,2,277216.0,0.433,126.0,0,0
B102237,Agriculture,SACCO,37,32000.0,29,1,0.864,0.897,3,206577.0,0.323,10.0,0,0
B102238,Agriculture,SACCO,22,20603.0,24,2,0.317,0.665,4,130008.0,0.315,15.7,0,1
B102239,Manufacturing,Bank,42,18599.0,34,0,0.744,0.536,3,95999.0,0.258,16.1,1,0
B102240,Agriculture,Bank,52,26735.0,32,1,0.789,0.938,0,90808.0,0.17,13.4,0,0
B102241,Trade,Bank,50,36183.0,11,1,0.635,0.696,1,98264.0,0.136,10.1,0,0
B102242,Agriculture,Digital Lender,54,21621.0,9,4,0.814,0.797,1,141432.0,0.327,39.0,0,1
B102243,Agriculture,Bank,35,17755.0,8,5,0.804,0.672,0,69069.0,0.194,16.7,0,1
B102244,Real Estate,Bank,31,18177.0,18,1,0.723,0.678,3,152670.0,0.42,13.4,0,0
B102245,Trade,SACCO,40,20699.0,1,0,0.849,0.842,2,84513.0,0.204,12.9,0,0
B102246,Agriculture,SACCO,33,23180.0,28,3,0.629,0.79,3,100164.0,0.216,12.7,0,0
B102247,Transport,MFI,18,16252.0,26,1,0.963,0.664,2,93083.0,0.286,18.0,0,0
B102248,Real Estate,Bank,43,23271.0,1,2,0.825,0.282,1,112778.0,0.242,16.6,1,1
B102249,Agriculture,MFI,33,58681.0,31,3,0.632,0.572,4,121271.0,0.103,21.2,0,0
B102250,Manufacturing,SACCO,20,25286.0,5,3,0.666,0.626,1,75854.0,0.15,18.8,0,0
B102251,Personal/Household,Bank,30,15042.0,47,2,0.833,0.785,1,103312.0,0.343,16.7,0,0
B102252,Agriculture,SACCO,33,8585.0,110,2,0.957,0.718,0,43953.0,0.256,9.3,0,0
B102253,Transport,Bank,35,81635.0,25,2,0.75,0.758,1,327614.0,0.201,13.0,0,0
B102254,Services,Digital Lender,35,55638.0,45,1,0.771,0.615,0,419294.0,0.377,242.0,0,0
B102255,Manufacturing,Digital Lender,49,34771.0,20,1,0.882,0.618,3,238375.0,0.343,147.6,1,0
B102256,Services,Bank,22,56358.0,5,3,0.56,0.465,2,181417.0,0.161,14.9,0,0
B102257,Personal/Household,MFI,33,39743.0,52,0,0.956,0.601,3,190142.0,0.239,21.9,0,0
B102258,Trade,MFI,26,28521.0,29,0,0.968,0.679,3,66211.0,0.116,20.8,0,0
B102259,Real Estate,Digital Lender,48,15031.0,11,2,0.822,0.384,6,90803.0,0.302,9.0,0,1
B102260,Personal/Household,MFI,29,84944.0,40,2,0.784,0.796,1,165256.0,0.097,27.7,0,0
B102261,Services,SACCO,32,23380.0,7,0,0.691,0.665,3,58085.0,0.124,12.7,0,0
B102262,Real Estate,Bank,45,24093.0,7,2,0.887,0.697,0,83756.0,0.174,14.0,0,0
B102263,Trade,Bank,48,30352.0,7,4,0.723,0.548,2,96920.0,0.16,14.2,0,1
B102264,Manufacturing,SACCO,50,30639.0,0,3,0.566,0.683,2,261719.0,0.427,8.5,0,0
B102265,Trade,SACCO,19,40786.0,27,0,0.805,0.717,5,173313.0,0.212,17.0,0,0
B102266,Personal/Household,Digital Lender,40,38283.0,34,4,0.865,0.603,1,153512.0,0.2,245.3,1,1
B102267,Manufacturing,Digital Lender,38,21649.0,19,3,0.676,0.808,1,163075.0,0.377,33.9,0,0
B102268,Personal/Household,SACCO,34,30159.0,58,0,0.932,0.238,3,267804.0,0.444,12.0,0,0
B102269,Personal/Household,MFI,36,40082.0,64,4,0.681,0.719,0,159923.0,0.199,21.5,0,0
B102270,Transport,Digital Lender,48,20659.0,31,2,0.756,0.583,0,81367.0,0.197,312.2,0,0
B102271,Transport,Digital Lender,45,65885.0,24,4,0.808,0.511,2,481106.0,0.365,188.9,0,0
B102272,Personal/Household,Digital Lender,44,29403.0,10,2,0.928,0.676,5,107396.0,0.183,95.5,0,0
B102273,Personal/Household,Digital Lender,37,71622.0,59,6,0.829,0.71,0,525480.0,0.367,40.9,0,0
B102274,Personal/Household,MFI,58,13826.0,32,1,0.657,0.842,2,30409.0,0.11,25.2,0,0
B102275,Trade,SACCO,31,42619.0,73,2,0.599,0.59,3,365837.0,0.429,10.9,1,0
B102276,Manufacturing,SACCO,19,18220.0,1,2,0.932,0.434,1,50695.0,0.139,13.4,1,1
B102277,Trade,Bank,32,20974.0,11,3,0.95,0.639,1,158968.0,0.379,13.1,0,0
B102278,Personal/Household,SACCO,36,48907.0,13,4,0.739,0.824,2,269536.0,0.276,13.6,0,0
B102279,Transport,MFI,48,26222.0,3,2,0.685,0.719,2,45435.0,0.087,22.6,0,0
B102280,Real Estate,MFI,30,124067.0,11,3,0.578,0.544,0,626311.0,0.252,17.1,0,0
B102281,Trade,Bank,40,39534.0,10,4,0.965,0.707,1,285875.0,0.362,15.4,1,1
B102282,Agriculture,SACCO,20,20279.0,18,3,0.759,0.631,2,129394.0,0.319,13.0,0,0
B102283,Personal/Household,SACCO,46,39573.0,50,2,0.908,0.825,0,166076.0,0.21,11.5,1,0
B102284,Trade,MFI,36,26096.0,25,0,0.889,0.844,2,128934.0,0.247,20.7,0,0
B102285,Trade,Bank,32,46987.0,43,2,0.606,0.757,1,89134.0,0.095,14.4,0,0
B102286,Services,MFI,56,25263.0,83,1,0.606,0.503,1,227191.0,0.45,16.4,0,1
B102287,Personal/Household,Bank,46,37185.0,106,1,0.787,0.49,0,255406.0,0.343,12.9,0,0
B102288,Trade,Bank,25,33161.0,14,2,0.907,0.696,4,235572.0,0.355,12.4,0,0
B102289,Agriculture,Bank,34,31043.0,36,3,0.754,0.662,0,60482.0,0.097,15.7,0,1
B102290,Services,Digital Lender,62,52733.0,13,3,0.916,0.95,3,127996.0,0.121,8.0,0,0
B102291,Personal/Household,MFI,55,11028.0,15,3,0.788,0.608,1,52354.0,0.237,19.8,0,0
B102292,Transport,SACCO,44,31371.0,13,1,0.699,0.783,3,55900.0,0.089,13.8,0,0
B102293,Agriculture,Digital Lender,18,20219.0,30,2,0.397,0.653,4,55172.0,0.136,188.0,0,0
B102294,Agriculture,MFI,48,14161.0,23,0,0.67,0.769,2,89481.0,0.316,20.5,0,0
B102295,Trade,Digital Lender,29,18755.0,5,1,0.947,0.856,2,41095.0,0.11,77.8,0,0
B102296,Personal/Household,Bank,48,21145.0,53,3,0.952,0.559,0,84963.0,0.201,15.5,0,0
B102297,Trade,Bank,28,26123.0,70,1,0.344,0.529,0,110424.0,0.211,14.7,0,0
B102298,Trade,Bank,40,35794.0,43,0,0.8,0.753,0,137504.0,0.192,13.8,0,0
B102299,Personal/Household,MFI,29,40065.0,1,1,0.68,0.797,3,76415.0,0.095,16.8,0,0
B102300,Services,Digital Lender,31,23742.0,79,2,0.831,0.98,1,128162.0,0.27,113.7,0,0
B102301,Personal/Household,SACCO,41,71079.0,24,2,0.862,0.553,1,480827.0,0.338,9.7,0,1
B102302,Real Estate,SACCO,22,24240.0,16,0,0.677,0.56,2,38084.0,0.079,13.4,0,0
B102303,Manufacturing,Bank,59,10193.0,20,0,0.547,0.803,1,23980.0,0.118,15.0,0,0
B102304,Real Estate,Digital Lender,25,24599.0,20,1,0.806,0.655,2,185613.0,0.377,8.0,0,0
B102305,Agriculture,MFI,24,30514.0,11,1,0.783,0.461,2,183552.0,0.301,18.6,0,0
B102306,Manufacturing,Bank,41,8000.0,93,2,0.817,0.846,4,47778.0,0.299,13.4,0,0
B102307,Real Estate,Digital Lender,48,57759.0,58,3,0.968,0.552,3,235631.0,0.204,79.5,0,0
B102308,Transport,MFI,32,28156.0,14,1,0.652,0.824,0,154288.0,0.274,17.8,0,0
B102309,Services,Bank,24,15775.0,1,0,0.96,0.854,2,90609.0,0.287,13.5,0,0
B102310,Services,Bank,26,17535.0,59,1,0.527,0.533,4,74088.0,0.211,14.9,0,0
B102311,Trade,Bank,25,45204.0,11,3,0.787,0.826,2,223267.0,0.247,14.0,0,0
B102312,Real Estate,Digital Lender,38,48347.0,8,3,0.764,0.763,4,420353.0,0.435,232.3,0,0
B102313,Trade,MFI,34,20810.0,43,2,0.972,0.537,0,34703.0,0.083,19.8,0,0
B102314,Agriculture,Digital Lender,39,14109.0,24,2,0.625,0.497,4,119125.0,0.422,159.3,0,0
B102315,Agriculture,Bank,39,31952.0,47,1,0.748,0.723,1,84965.0,0.133,10.1,1,0
B102316,Trade,SACCO,43,35345.0,67,1,0.372,0.889,3,189401.0,0.268,8.0,0,0
B102317,Personal/Household,SACCO,31,40575.0,16,1,0.771,0.793,4,312701.0,0.385,14.3,0,0
B102318,Manufacturing,SACCO,28,21813.0,9,1,0.635,0.648,1,61827.0,0.142,11.7,0,0
B102319,Services,MFI,37,27802.0,25,2,0.953,0.72,3,125069.0,0.225,20.7,1,0
B102320,Trade,MFI,34,30064.0,2,0,0.738,0.758,0,270207.0,0.449,24.3,0,0
B102321,Trade,SACCO,38,50602.0,38,2,0.898,0.452,2,115750.0,0.114,12.3,0,0
B102322,Real Estate,Digital Lender,28,61767.0,160,2,0.513,0.716,3,259358.0,0.21,83.1,0,0
B102323,Trade,Bank,41,71710.0,11,2,0.438,0.834,1,501052.0,0.349,13.7,0,0
B102324,Agriculture,MFI,23,60862.0,63,2,0.806,0.58,1,456445.0,0.375,19.4,0,0
B102325,Services,SACCO,31,80612.0,10,3,0.746,0.38,3,477761.0,0.296,15.7,0,1
B102326,Trade,Bank,46,51909.0,28,0,0.546,0.526,1,213846.0,0.206,14.5,0,0
B102327,Trade,Bank,24,21501.0,20,0,0.93,0.364,1,150097.0,0.349,11.5,0,0
B102328,Manufacturing,Digital Lender,46,69108.0,11,2,0.827,0.625,1,577591.0,0.418,208.0,0,0
B102329,Manufacturing,Bank,21,13946.0,22,2,0.837,0.651,1,81445.0,0.292,18.1,0,0
B102330,Transport,Bank,19,109148.0,16,1,0.677,0.891,4,429816.0,0.197,19.8,0,0
B102331,Agriculture,SACCO,20,17389.0,45,0,0.6,0.769,4,139463.0,0.401,12.7,0,1
B102332,Personal/Household,Bank,36,48446.0,46,1,0.439,0.796,2,269116.0,0.278,12.4,0,0
B102333,Trade,Bank,42,65798.0,30,1,0.803,0.604,1,105436.0,0.08,12.5,0,0
B102334,Real Estate,Bank,48,38277.0,30,2,0.953,0.731,1,237484.0,0.31,11.0,1,0
B102335,Personal/Household,Bank,47,9627.0,8,2,0.642,0.49,0,22817.0,0.118,13.9,0,0
B102336,Personal/Household,MFI,44,17652.0,10,1,0.541,0.568,0,46736.0,0.132,20.4,0,0
B102337,Agriculture,Digital Lender,27,36179.0,1,2,0.809,0.658,2,290277.0,0.401,271.8,0,0
B102338,Manufacturing,Bank,27,42175.0,12,1,0.806,0.721,1,213190.0,0.253,13.1,0,0
B102339,Trade,MFI,43,26948.0,23,3,0.835,0.447,5,181246.0,0.336,18.1,0,0
B102340,Trade,SACCO,49,30973.0,41,1,0.632,0.513,2,227586.0,0.367,16.6,0,0
B102341,Trade,Bank,25,13255.0,7,1,0.718,0.851,2,64735.0,0.244,15.2,0,0
B102342,Personal/Household,MFI,48,78897.0,24,3,0.568,0.821,1,485791.0,0.308,15.6,0,0
B102343,Agriculture,Bank,18,24152.0,8,1,0.655,0.281,2,80481.0,0.167,15.2,0,0
B102344,Personal/Household,Bank,39,45882.0,13,3,0.951,0.715,4,244086.0,0.266,12.2,0,1
B102345,Trade,Bank,34,64341.0,44,2,0.842,0.698,3,198732.0,0.154,15.9,0,0
B102346,Personal/Household,Bank,33,15752.0,7,1,0.958,0.7,3,71715.0,0.228,12.4,0,0
B102347,Personal/Household,Digital Lender,35,31902.0,101,4,0.903,0.605,2,158242.0,0.248,82.9,1,1
B102348,Trade,Digital Lender,26,34645.0,28,2,0.596,0.712,1,95748.0,0.138,246.5,0,0
B102349,Trade,Digital Lender,39,25799.0,34,2,0.771,0.567,2,71532.0,0.139,128.3,0,1
B102350,Trade,Bank,36,49516.0,22,4,0.661,0.489,0,110619.0,0.112,16.9,0,0
B102351,Personal/Household,Digital Lender,44,20599.0,2,2,0.849,0.607,0,79507.0,0.193,8.0,0,0
B102352,Agriculture,MFI,51,30645.0,6,0,0.929,0.634,1,230929.0,0.377,20.2,0,0
B102353,Manufacturing,Bank,36,24246.0,64,1,0.953,0.837,1,213229.0,0.44,15.6,0,0
B102354,Real Estate,Digital Lender,27,106836.0,3,1,0.727,0.656,1,457686.0,0.214,316.5,0,1
B102355,Personal/Household,Digital Lender,24,20650.0,6,3,0.839,0.768,1,120831.0,0.293,122.2,0,0
B102356,Manufacturing,Bank,52,44789.0,2,0,0.494,0.563,3,117027.0,0.131,15.1,0,0
B102357,Manufacturing,Digital Lender,51,79870.0,22,2,0.664,0.612,3,642923.0,0.402,57.8,0,0
B102358,Services,Bank,44,17942.0,9,0,0.662,0.908,2,75930.0,0.212,16.4,0,0
B102359,Trade,MFI,36,31333.0,8,1,0.8,0.789,3,83804.0,0.134,19.3,0,0
B102360,Personal/Household,Bank,43,17283.0,3,2,0.889,0.9,2,86040.0,0.249,14.4,0,0
B102361,Trade,Bank,48,9827.0,35,1,0.92,0.631,1,45641.0,0.232,16.8,0,0
B102362,Real Estate,Digital Lender,29,19307.0,1,3,0.784,0.788,3,42839.0,0.111,111.5,0,1
B102363,Services,MFI,35,21727.0,6,2,0.741,0.862,2,87760.0,0.202,20.0,0,0
B102364,Transport,Bank,24,22449.0,0,2,0.697,0.936,2,48295.0,0.108,15.0,0,1
B102365,Personal/Household,Digital Lender,34,25215.0,54,6,0.767,0.528,4,70009.0,0.139,171.1,0,0
B102366,Agriculture,Digital Lender,50,29833.0,24,5,0.952,0.613,1,61504.0,0.103,136.1,0,0
B102367,Real Estate,Digital Lender,46,15394.0,61,1,0.734,0.629,0,96509.0,0.313,266.8,0,0
B102368,Agriculture,Digital Lender,36,36076.0,26,1,0.595,0.505,2,292351.0,0.405,169.0,0,0
B102369,Manufacturing,Digital Lender,18,57950.0,40,2,0.678,0.857,1,102600.0,0.089,85.2,1,0
B102370,Real Estate,SACCO,28,61812.0,125,1,0.883,0.61,2,221281.0,0.179,15.5,0,0
B102371,Agriculture,Bank,36,25768.0,127,4,0.749,0.762,6,92680.0,0.18,16.9,0,0
B102372,Agriculture,Digital Lender,33,48613.0,68,4,0.853,0.847,3,364231.0,0.375,128.6,0,0
B102373,Agriculture,Bank,35,20444.0,4,2,0.657,0.897,1,63892.0,0.156,16.2,0,0
B102374,Agriculture,Bank,37,24616.0,31,1,0.526,0.507,3,212937.0,0.433,12.6,0,0
B102375,Trade,MFI,30,37019.0,94,3,0.53,0.484,1,80033.0,0.108,15.1,0,0
B102376,Personal/Household,Bank,35,24733.0,11,1,0.869,0.542,3,76286.0,0.154,21.4,0,0
B102377,Transport,SACCO,34,14837.0,4,0,0.695,0.567,1,121074.0,0.408,10.7,0,0
B102378,Trade,Digital Lender,28,47018.0,10,1,0.796,0.4,1,205264.0,0.218,141.3,0,0
B102379,Personal/Household,MFI,53,18850.0,0,1,0.757,0.836,2,59101.0,0.157,18.0,0,0
B102380,Personal/Household,MFI,30,22337.0,12,0,0.865,0.942,2,58988.0,0.132,12.8,1,0
B102381,Agriculture,MFI,18,53211.0,13,4,0.75,0.515,2,461985.0,0.434,17.4,0,0
B102382,Trade,SACCO,53,39951.0,92,3,0.884,0.79,1,168296.0,0.211,16.2,0,0
B102383,Trade,Bank,27,32757.0,19,1,0.468,0.826,2,137593.0,0.21,18.0,0,0
B102384,Trade,Bank,44,13252.0,123,0,0.889,0.343,2,37392.0,0.141,19.1,0,0
B102385,Personal/Household,SACCO,28,15681.0,24,2,0.748,0.624,5,73447.0,0.234,14.1,0,0
B102386,Services,MFI,41,36995.0,4,1,0.852,0.571,3,60635.0,0.082,20.0,1,0
B102387,Trade,MFI,35,42046.0,2,1,0.931,0.896,2,229291.0,0.273,23.7,0,0
B102388,Personal/Household,Bank,45,34172.0,15,1,0.756,0.856,1,212586.0,0.311,13.4,0,0
B102389,Trade,Bank,33,22913.0,43,3,0.868,0.747,2,39172.0,0.085,15.9,1,0
B102390,Transport,SACCO,28,22502.0,7,2,0.777,0.923,1,40083.0,0.089,12.2,0,0
B102391,Personal/Household,MFI,38,33480.0,33,1,0.924,0.558,2,258468.0,0.386,22.9,0,0
B102392,Agriculture,MFI,31,14936.0,118,2,0.389,0.574,0,32504.0,0.109,26.7,0,1
B102393,Trade,Digital Lender,18,31270.0,77,1,0.794,0.551,3,117791.0,0.188,257.2,0,0
B102394,Transport,SACCO,29,13852.0,39,1,0.712,0.653,1,106223.0,0.383,8.6,0,0
B102395,Services,Bank,64,16665.0,4,3,0.821,0.763,4,132228.0,0.397,13.1,0,1
B102396,Agriculture,SACCO,18,32795.0,2,1,0.927,0.396,2,149924.0,0.229,16.2,0,0
B102397,Trade,Bank,37,40977.0,5,5,0.8,0.672,3,260846.0,0.318,11.8,0,1
